timestamp,driver_id,speed_mph,accel_ms2,harsh_brake,mileage,is_night,is_peak,road_type,lat,lon
2024-03-07T21:47:00,D00103,62.15,1.212,1,1.321,0,0,highway,41.35942,-72.9425
2024-04-07T19:19:00,D00090,18.69,0.427,0,0.586,0,1,urban,41.214752,-72.863725
2024-04-25T16:56:00,D00450,46.69,0.585,0,1.436,0,1,urban,41.366237,-72.854305
2024-06-06T08:34:00,D00339,60.25,1.123,0,0.753,0,1,highway,41.42196,-72.937442
2024-02-15T20:33:00,D00399,74.15,0.936,0,0.125,0,0,highway,41.348717,-72.907701
2024-06-11T17:37:00,D00302,27.97,1.574,0,0.552,0,1,urban,41.356385,-72.925217
2024-03-13T09:32:00,D00076,30.45,0.863,0,0.311,0,1,urban,41.392563,-72.929628
2024-01-24T13:51:00,D00142,72.5,0.27,0,0.678,0,0,highway,41.390209,-72.963638
2024-05-29T12:41:00,D00397,38.45,0.018,0,1.035,0,0,urban,41.312218,-72.940561
2024-01-12T02:30:00,D00466,65.11,0.534,0,1.45,1,0,highway,41.306348,-72.921806
2024-06-28T20:18:00,D00190,42.51,1.419,0,1.183,0,0,rural,41.302035,-72.97759
2024-02-07T05:44:00,D00386,48.45,0.989,0,0.716,1,0,rural,41.321765,-72.969568
2024-06-04T06:02:00,D00194,39.26,0.579,0,0.455,0,0,rural,41.366797,-72.984283
2024-03-21T01:42:00,D00410,64.22,1.272,0,0.503,1,0,highway,41.254424,-72.867751
2024-01-29T16:37:00,D00239,56.06,1.465,0,0.602,0,1,rural,41.357493,-72.846556
2024-01-24T06:31:00,D00448,15.81,0.735,0,0.762,0,0,urban,41.4019,-72.988629
2024-04-02T12:57:00,D00475,62.36,1.552,0,0.845,0,0,highway,41.298734,-72.941699
2024-03-31T01:09:00,D00352,54.59,1.243,0,0.465,1,0,highway,41.276795,-72.914424
2024-04-27T03:48:00,D00247,84.26,0.866,0,1.234,1,0,highway,41.280081,-72.958301
2024-06-05T03:37:00,D00416,19.56,1.641,0,0.816,1,0,urban,41.214577,-72.849114
2024-05-19T08:42:00,D00270,62.4,0.987,0,0.776,0,1,highway,41.308331,-72.95223
2024-03-31T21:04:00,D00096,56.19,0.984,0,1.332,0,0,highway,41.257465,-72.922326
2024-04-08T18:38:00,D00246,71.03,1.986,1,0.287,0,1,highway,41.365364,-72.951099
2024-03-14T22:56:00,D00403,30.93,0.505,1,1.052,1,0,urban,41.279226,-72.913749
2024-06-23T14:10:00,D00302,39.3,0.708,0,0.203,0,0,urban,41.244837,-73.011454
2024-01-27T08:36:00,D00409,37.59,1.742,0,0.41,0,1,urban,41.343992,-72.873961
2024-04-23T02:36:00,D00106,29.03,1.984,0,0.608,1,0,urban,41.332425,-72.968177
2024-01-30T11:07:00,D00499,84.87,0.401,0,0.663,0,0,highway,41.296313,-72.875377
2024-06-24T16:17:00,D00345,56.03,0.829,0,1.101,0,1,rural,41.301918,-72.950517
2024-04-15T07:01:00,D00184,23.27,2.682,0,0.867,0,1,urban,41.354728,-72.987729
2024-04-22T15:19:00,D00492,45.25,0.559,0,0.721,0,0,rural,41.263075,-72.887212
2024-05-23T19:26:00,D00395,43.91,2.025,0,0.241,0,1,rural,41.310069,-72.998727
2024-06-04T11:27:00,D00470,49.48,0.746,1,1.052,0,0,highway,41.43344,-72.872429
2024-03-28T07:40:00,D00474,42.83,1.5,0,0.701,0,1,urban,41.357028,-72.969619
2024-05-18T00:07:00,D00343,28.92,1.481,0,0.438,1,0,urban,41.305322,-72.876342
2024-04-05T09:47:00,D00443,57.4,0.825,0,0.685,0,1,highway,41.358578,-72.947507
2024-03-20T00:19:00,D00388,34.47,0.895,0,0.924,1,0,urban,41.337136,-72.938075
2024-03-28T07:06:00,D00048,55.48,2.557,0,0.626,0,1,rural,41.270569,-72.950035
2024-02-05T11:52:00,D00362,63.2,1.457,0,0.994,0,0,highway,41.334236,-72.971423
2024-03-05T01:47:00,D00160,22.15,0.781,0,0.561,1,0,urban,41.253975,-72.943911
2024-01-11T10:08:00,D00014,52.2,0.921,0,0.633,0,1,highway,41.386295,-72.876574
2024-01-01T11:05:00,D00039,65.65,1.717,0,0.295,0,0,highway,41.351647,-72.919731
2024-03-12T04:41:00,D00436,36.51,1.66,0,0.924,1,0,urban,41.311298,-72.959673
2024-02-11T22:13:00,D00447,57.18,2.016,0,0.862,1,0,rural,41.308943,-72.97454
2024-01-27T04:43:00,D00477,81.26,0.888,0,1.036,1,0,highway,41.33139,-72.834361
2024-04-09T07:22:00,D00075,27.76,0.286,0,0.774,0,1,urban,41.261526,-72.950225
2024-03-16T14:25:00,D00235,29.52,1.822,0,0.693,0,0,urban,41.27351,-72.908575
2024-04-11T22:06:00,D00489,64.6,0.177,0,0.83,1,0,highway,41.317087,-72.938581
2024-05-25T21:52:00,D00018,61.41,2.532,0,0.139,0,0,highway,41.37266,-72.924446
2024-06-21T19:13:00,D00459,64.61,0.579,0,1.266,0,1,highway,41.359736,-72.847232
2024-03-01T03:26:00,D00147,30.03,0.269,0,1.224,1,0,urban,41.281491,-72.951893
2024-01-28T01:14:00,D00024,74.33,1.124,0,0.939,1,0,highway,41.338641,-72.900146
2024-04-19T02:07:00,D00031,28.15,1.49,0,1.034,1,0,urban,41.378133,-72.881816
2024-06-10T06:35:00,D00294,70.55,1.543,0,0.871,0,0,highway,41.271868,-72.942853
2024-04-22T19:40:00,D00112,47.37,1.201,0,0.449,0,1,rural,41.399698,-72.922902
2024-03-08T14:52:00,D00118,78.98,1.064,0,0.983,0,0,highway,41.301967,-72.925477
2024-01-17T20:54:00,D00383,64.05,0.942,0,1.454,0,0,highway,41.317702,-72.874192
2024-02-19T08:45:00,D00290,52.66,1.501,0,0.887,0,1,rural,41.201916,-72.907449
2024-05-12T21:34:00,D00187,28.03,0.859,0,0.4,0,0,urban,41.255816,-72.950914
2024-03-05T12:11:00,D00382,70.23,1.501,0,0.65,0,0,highway,41.333921,-72.8653
2024-03-18T20:02:00,D00170,66.59,1.292,0,0.65,0,0,rural,41.179134,-72.930749
2024-04-19T15:50:00,D00084,53.11,0.205,0,0.821,0,0,highway,41.334024,-72.966423
2024-01-03T20:44:00,D00011,36.92,1.205,0,0.656,0,0,urban,41.335935,-72.886551
2024-02-02T09:43:00,D00498,26.33,0.0,0,1.417,0,1,urban,41.325491,-72.937488
2024-03-27T20:47:00,D00198,73.35,1.972,0,1.053,0,0,highway,41.326946,-72.906199
2024-05-03T09:14:00,D00257,56.43,0.911,0,0.371,0,1,highway,41.364087,-72.860077
2024-05-08T10:20:00,D00052,39.01,1.055,0,0.835,0,1,urban,41.247329,-72.947817
2024-05-31T04:38:00,D00473,39.46,1.966,0,0.806,1,0,urban,41.309028,-72.913794
2024-03-18T13:09:00,D00292,71.93,3.014,0,1.098,0,0,highway,41.357917,-72.932026
2024-06-13T05:15:00,D00369,71.81,0.799,1,0.809,1,0,highway,41.327473,-72.93881
2024-05-31T04:50:00,D00231,21.26,0.843,0,1.127,1,0,urban,41.368078,-72.836139
2024-02-20T06:42:00,D00183,36.98,0.595,1,1.093,0,0,urban,41.286903,-72.896484
2024-03-10T07:44:00,D00056,32.27,0.95,0,0.323,0,1,urban,41.224776,-72.901777
2024-01-25T12:25:00,D00376,46.86,0.095,0,1.44,0,0,rural,41.325913,-72.917892
2024-02-23T05:02:00,D00430,42.59,1.323,0,1.16,1,0,rural,41.302084,-72.867996
2024-03-11T03:16:00,D00392,77.41,2.113,0,0.638,1,0,highway,41.341063,-72.851675
2024-04-23T05:27:00,D00280,48.63,0.963,0,0.908,1,0,rural,41.287707,-72.948818
2024-04-26T03:40:00,D00481,72.26,0.879,0,0.604,1,0,highway,41.350217,-73.035181
2024-03-09T14:22:00,D00258,33.44,0.723,0,0.581,0,0,urban,41.322919,-72.927348
2024-03-24T07:38:00,D00301,38.8,1.302,0,0.602,0,1,urban,41.310904,-72.851895
2024-01-24T16:02:00,D00231,29.39,1.945,0,0.955,0,1,urban,41.268456,-72.931212
2024-02-23T06:13:00,D00043,56.04,0.364,0,1.137,0,0,highway,41.259249,-72.951039
2024-06-01T11:54:00,D00286,64.19,0.878,0,0.71,0,0,highway,41.314777,-72.9245
2024-01-16T10:20:00,D00342,31.21,1.108,0,1.43,0,1,urban,41.26285,-72.928326
2024-04-30T10:54:00,D00079,35.36,2.585,1,1.215,0,1,urban,41.27908,-72.903683
2024-04-04T15:39:00,D00323,53.52,0.35,0,1.475,0,0,urban,41.277822,-72.945278
2024-03-23T01:16:00,D00197,23.15,1.547,0,0.934,1,0,urban,41.292602,-72.963285
2024-02-23T11:15:00,D00055,39.98,0.203,0,0.574,0,0,urban,41.192248,-72.88788
2024-05-10T18:08:00,D00044,37.11,1.142,1,0.426,0,1,urban,41.339459,-72.857298
2024-04-12T08:17:00,D00156,87.1,0.227,0,0.332,0,1,highway,41.333913,-72.948216
2024-05-26T17:36:00,D00053,65.28,2.347,0,1.155,0,1,highway,41.292504,-72.970645
2024-03-01T16:38:00,D00154,71.31,1.36,0,0.417,0,1,highway,41.34583,-72.87667
2024-05-21T14:20:00,D00113,60.64,1.336,0,0.331,0,0,highway,41.32989,-72.899826
2024-02-25T15:44:00,D00305,27.09,0.961,0,1.008,0,0,urban,41.335081,-72.941802
2024-05-24T01:03:00,D00119,58.97,1.193,1,0.23,1,0,highway,41.290175,-72.896289
2024-02-10T09:03:00,D00379,34.98,1.493,0,1.009,0,1,urban,41.266163,-72.882391
2024-01-11T03:09:00,D00168,34.22,0.33,0,1.146,1,0,rural,41.284245,-72.969572
2024-05-21T23:51:00,D00157,51.78,0.515,0,1.064,1,0,rural,41.210535,-72.783027
2024-03-16T04:39:00,D00163,58.55,0.486,0,0.912,1,0,highway,41.354481,-72.944655
2024-03-06T10:03:00,D00230,43.73,0.901,0,0.701,0,1,rural,41.290048,-72.861901
2024-06-23T22:59:00,D00243,57.46,0.725,0,0.925,1,0,highway,41.33147,-72.958329
2024-05-09T18:47:00,D00398,40.9,0.844,0,1.023,0,1,urban,41.346822,-72.88768
2024-04-24T13:54:00,D00029,59.55,0.499,0,0.513,0,0,highway,41.272311,-72.880019
2024-03-22T23:07:00,D00489,79.97,0.884,1,0.299,1,0,highway,41.367607,-72.950669
2024-01-26T00:27:00,D00254,59.62,0.973,0,0.686,1,0,highway,41.296798,-73.04375
2024-04-15T04:39:00,D00216,31.52,0.776,0,0.866,1,0,urban,41.345087,-73.000855
2024-03-25T07:53:00,D00489,33.85,1.986,1,0.387,0,1,urban,41.325272,-72.932529
2024-05-09T00:23:00,D00474,74.61,1.47,0,0.777,1,0,highway,41.36672,-72.885961
2024-01-23T04:22:00,D00499,43.87,1.418,1,0.704,1,0,urban,41.342232,-72.829228
2024-01-04T17:17:00,D00325,76.16,0.0,0,0.449,0,1,highway,41.340292,-72.990684
2024-02-16T12:44:00,D00384,72.1,0.485,0,0.832,0,0,highway,41.282317,-72.943667
2024-03-30T00:47:00,D00335,44.07,1.178,0,1.33,1,0,rural,41.25674,-72.923051
2024-06-14T21:54:00,D00470,31.7,1.345,0,1.07,0,0,urban,41.276694,-72.918586
2024-04-02T17:44:00,D00005,75.37,2.108,1,1.395,0,1,highway,41.305919,-72.992074
2024-03-17T23:26:00,D00454,42.12,0.858,0,0.243,1,0,highway,41.295051,-73.00359
2024-05-08T22:04:00,D00084,32.11,0.813,0,1.277,1,0,urban,41.32221,-72.892259
2024-04-23T22:31:00,D00165,73.3,1.273,0,0.505,1,0,highway,41.268547,-72.91192
2024-03-21T00:39:00,D00405,28.77,1.29,1,0.761,1,0,urban,41.322555,-72.936105
2024-04-30T10:03:00,D00162,26.61,0.751,0,0.691,0,1,urban,41.209403,-72.86452
2024-03-10T23:08:00,D00004,68.17,1.546,0,0.94,1,0,highway,41.349727,-72.906753
2024-03-20T01:16:00,D00126,24.56,1.032,1,0.725,1,0,urban,41.287277,-72.803986
2024-01-28T08:28:00,D00311,31.53,0.234,0,0.356,0,1,urban,41.189874,-72.906515
2024-05-21T21:12:00,D00123,61.41,0.656,0,0.988,0,0,rural,41.33251,-72.876601
2024-05-05T01:11:00,D00302,15.71,1.574,1,0.682,1,0,urban,41.317062,-72.777425
2024-04-09T14:09:00,D00011,43.41,1.812,1,0.424,0,0,urban,41.22571,-72.975756
2024-02-23T00:45:00,D00070,29.64,0.529,0,0.753,1,0,urban,41.296871,-72.985014
2024-05-17T02:32:00,D00158,61.5,0.871,0,1.024,1,0,highway,41.400034,-72.910502
2024-04-11T06:14:00,D00196,23.72,0.528,1,1.153,0,0,urban,41.235903,-72.930396
2024-03-23T03:13:00,D00445,74.99,1.35,0,0.41,1,0,highway,41.277396,-72.970998
2024-05-18T01:01:00,D00443,54.89,0.0,0,0.621,1,0,rural,41.317317,-72.967077
2024-05-14T21:37:00,D00164,72.43,0.211,0,0.605,0,0,highway,41.317916,-72.957141
2024-02-18T03:04:00,D00427,62.15,1.348,0,1.054,1,0,highway,41.412476,-72.961875
2024-03-27T14:08:00,D00378,71.12,0.682,0,1.012,0,0,highway,41.254335,-72.989278
2024-02-19T18:45:00,D00309,17.4,0.256,0,0.608,0,1,urban,41.335917,-72.911034
2024-03-26T02:04:00,D00265,66.46,1.248,0,0.772,1,0,highway,41.373837,-72.965099
2024-04-17T09:36:00,D00170,79.44,1.206,0,1.09,0,1,highway,41.28124,-72.795048
2024-02-25T17:37:00,D00100,43.52,0.0,0,0.825,0,1,rural,41.37789,-72.932182
2024-06-09T03:38:00,D00183,37.88,0.866,0,1.053,1,0,urban,41.272309,-72.938244
2024-04-16T11:09:00,D00261,62.89,1.868,0,0.809,0,0,highway,41.256989,-72.881144
2024-05-19T22:48:00,D00437,66.68,2.685,0,0.847,1,0,highway,41.320509,-72.957131
2024-01-07T22:58:00,D00299,66.46,1.579,0,1.351,1,0,rural,41.299945,-72.892567
2024-02-06T13:18:00,D00471,77.12,0.639,0,0.753,0,0,highway,41.287182,-72.935122
2024-01-21T15:32:00,D00136,30.26,2.076,0,0.403,0,0,urban,41.269951,-73.050267
2024-01-05T21:58:00,D00006,41.79,1.612,0,1.32,0,0,urban,41.200866,-72.864016
2024-06-11T15:03:00,D00337,62.57,1.775,0,0.969,0,0,highway,41.344319,-72.894721
2024-01-04T12:45:00,D00361,28.14,1.25,0,1.143,0,0,urban,41.379949,-72.818044
2024-06-08T16:42:00,D00073,42.42,1.046,0,1.174,0,1,urban,41.215534,-72.930938
2024-06-19T09:31:00,D00099,75.14,1.994,0,0.989,0,1,highway,41.228878,-72.956608
2024-06-11T02:16:00,D00067,73.89,0.936,0,0.395,1,0,highway,41.257851,-72.98534
2024-01-07T05:27:00,D00104,59.78,1.402,0,1.142,1,0,highway,41.382572,-72.905008
2024-04-12T03:35:00,D00355,39.45,0.672,0,0.273,1,0,urban,41.256629,-72.873046
2024-01-25T09:05:00,D00412,28.37,1.333,0,1.708,0,1,urban,41.364633,-72.866985
2024-03-22T09:48:00,D00263,70.51,0.818,0,1.896,0,1,highway,41.285408,-72.92366
2024-05-24T15:06:00,D00169,46.57,2.26,1,1.028,0,0,urban,41.285476,-72.953798
2024-02-20T00:40:00,D00416,19.41,0.365,0,0.86,1,0,urban,41.415177,-72.871732
2024-04-28T17:32:00,D00316,29.89,1.819,0,0.713,0,1,urban,41.220845,-72.94628
2024-06-01T04:57:00,D00248,64.35,0.999,0,0.609,1,0,highway,41.359837,-72.983093
2024-02-23T09:28:00,D00169,86.7,1.049,0,1.232,0,1,highway,41.319348,-72.980984
2024-04-06T07:05:00,D00358,63.38,1.116,0,0.555,0,1,highway,41.298144,-73.010296
2024-03-02T23:17:00,D00115,28.03,1.104,0,0.581,1,0,urban,41.33639,-72.935946
2024-05-12T06:49:00,D00432,75.17,1.361,0,0.982,0,0,highway,41.332013,-72.869788
2024-06-24T20:03:00,D00092,23.44,0.453,0,1.409,0,0,urban,41.428866,-72.903307
2024-01-15T09:54:00,D00340,68.3,0.6,0,1.326,0,1,highway,41.337485,-72.966928
2024-03-06T08:26:00,D00288,55.45,0.486,0,1.432,0,1,highway,41.352162,-72.881373
2024-03-05T03:47:00,D00261,65.82,1.074,0,1.305,1,0,highway,41.253342,-72.865207
2024-06-07T01:28:00,D00275,48.23,1.136,0,0.937,1,0,rural,41.360968,-72.952697
2024-01-18T18:41:00,D00135,29.26,1.183,0,0.437,0,1,urban,41.334738,-72.905885
2024-03-01T08:20:00,D00079,50.64,0.233,0,0.348,0,1,rural,41.311963,-72.827301
2024-03-10T20:51:00,D00416,29.55,0.589,0,0.819,0,0,urban,41.327546,-73.014926
2024-06-06T10:45:00,D00440,59.95,2.995,0,0.925,0,1,highway,41.296342,-72.965084
2024-01-17T03:42:00,D00269,28.44,0.665,0,0.874,1,0,urban,41.37329,-72.857882
2024-04-08T08:35:00,D00422,60.19,1.189,0,0.618,0,1,highway,41.285795,-72.909461
2024-06-19T04:25:00,D00297,51.35,0.073,0,0.773,1,0,highway,41.283135,-72.892906
2024-01-11T04:47:00,D00309,50.76,1.466,0,1.067,1,0,highway,41.336461,-72.942356
2024-02-28T05:43:00,D00496,41.56,1.708,0,1.011,1,0,urban,41.374119,-72.860178
2024-02-27T12:03:00,D00314,18.46,0.143,0,1.443,0,0,urban,41.340989,-72.911611
2024-04-27T01:02:00,D00057,54.68,1.777,0,0.05,1,0,rural,41.346762,-72.841898
2024-03-20T12:14:00,D00107,45.62,1.487,0,0.931,0,0,urban,41.265251,-72.977115
2024-01-13T11:44:00,D00067,14.39,0.655,0,0.986,0,0,urban,41.361102,-72.954281
2024-02-22T13:13:00,D00259,36.22,1.717,0,0.05,0,0,urban,41.273276,-72.961012
2024-01-25T04:31:00,D00222,29.67,1.445,0,0.549,1,0,rural,41.303305,-72.94258
2024-04-22T10:54:00,D00271,27.39,0.936,0,1.205,0,1,urban,41.289135,-72.962797
2024-05-13T10:51:00,D00096,67.83,1.024,0,0.934,0,1,highway,41.262943,-72.874414
2024-04-11T15:59:00,D00215,37.32,1.555,0,0.62,0,0,urban,41.293829,-72.942343
2024-05-04T10:02:00,D00008,26.37,0.772,0,0.391,0,1,urban,41.220863,-72.958673
2024-03-23T14:34:00,D00448,26.73,1.132,0,0.652,0,0,urban,41.331369,-72.971928
2024-04-03T16:50:00,D00339,60.73,1.39,1,0.589,0,1,highway,41.260412,-72.928908
2024-01-31T02:57:00,D00197,59.87,1.069,0,0.611,1,0,highway,41.188606,-72.950947
2024-02-04T16:06:00,D00330,85.68,1.254,0,0.955,0,1,highway,41.260491,-72.945798
2024-04-11T20:25:00,D00310,60.2,1.241,0,0.681,0,0,highway,41.241652,-72.915627
2024-03-26T01:22:00,D00000,53.37,1.063,0,1.699,1,0,highway,41.293843,-72.995043
2024-04-08T08:24:00,D00293,62.98,0.716,0,1.188,0,1,highway,41.400305,-72.873835
2024-06-22T22:23:00,D00074,30.35,1.219,0,0.914,1,0,urban,41.330285,-72.947809
2024-02-22T11:46:00,D00423,28.77,0.559,0,0.78,0,0,urban,41.27337,-72.959497
2024-06-13T01:38:00,D00336,20.71,1.476,0,0.481,1,0,urban,41.321315,-72.943683
2024-05-05T07:35:00,D00050,59.72,1.066,0,0.676,0,1,rural,41.312361,-73.032785
2024-05-19T11:45:00,D00298,28.19,1.918,0,0.41,0,0,urban,41.254812,-72.934156
2024-04-21T07:23:00,D00392,72.32,0.256,0,0.836,0,1,highway,41.337831,-72.866198
2024-03-30T21:22:00,D00490,37.74,1.398,0,0.87,0,0,urban,41.232284,-72.855339
2024-02-12T16:45:00,D00053,64.0,1.084,1,0.337,0,1,highway,41.21094,-72.991022
2024-02-05T04:23:00,D00377,35.28,1.1,0,0.05,1,0,urban,41.409942,-72.882328
2024-05-31T13:21:00,D00330,45.52,1.069,0,1.209,0,0,urban,41.333915,-72.897404
2024-03-08T22:35:00,D00392,54.53,0.999,0,0.609,1,0,highway,41.286364,-72.976853
2024-06-09T20:19:00,D00106,53.59,1.244,0,0.76,0,0,highway,41.319561,-72.93869
2024-02-22T09:58:00,D00320,69.39,0.0,0,0.925,0,1,highway,41.416954,-72.88918
2024-02-20T15:28:00,D00183,49.1,0.623,0,0.875,0,0,highway,41.386714,-72.936772
2024-02-29T05:41:00,D00070,41.07,0.367,0,1.25,1,0,rural,41.284026,-72.958914
2024-04-10T01:17:00,D00401,54.44,1.434,0,0.777,1,0,highway,41.307283,-72.941879
2024-01-20T00:01:00,D00293,68.26,1.002,0,0.345,1,0,highway,41.182811,-72.861928
2024-03-03T08:03:00,D00418,41.04,1.076,0,0.466,0,1,rural,41.324439,-73.061882
2024-03-16T09:15:00,D00058,50.03,0.596,0,0.577,0,1,rural,41.365101,-72.93544
2024-05-13T15:06:00,D00449,35.04,0.981,0,1.152,0,0,urban,41.325679,-72.952156
2024-05-13T09:29:00,D00018,28.84,0.546,1,0.289,0,1,urban,41.342793,-72.866241
2024-03-13T03:54:00,D00401,66.25,3.182,0,0.712,1,0,highway,41.399964,-72.879985
2024-02-19T09:49:00,D00101,68.93,2.793,0,1.138,0,1,highway,41.264673,-72.98095
2024-06-23T20:47:00,D00395,34.22,1.289,0,1.109,0,0,rural,41.240047,-72.836081
2024-02-26T15:03:00,D00059,24.29,1.283,0,0.637,0,0,urban,41.291768,-72.917336
2024-06-27T17:47:00,D00258,24.98,0.719,0,1.386,0,1,urban,41.384311,-72.927107
2024-05-31T11:40:00,D00349,15.64,0.946,0,0.466,0,0,urban,41.336856,-72.940083
2024-05-15T19:00:00,D00386,62.23,0.266,0,0.487,0,1,highway,41.339645,-72.966833
2024-05-13T09:17:00,D00114,34.13,1.358,0,0.308,0,1,urban,41.255325,-72.907967
2024-04-19T04:36:00,D00308,43.02,1.915,0,0.482,1,0,urban,41.341467,-72.966396
2024-04-06T07:08:00,D00170,47.11,1.378,0,1.049,0,1,rural,41.416018,-72.915563
2024-01-08T04:58:00,D00124,33.43,1.539,0,0.383,1,0,rural,41.351724,-72.825355
2024-04-06T17:29:00,D00451,60.05,1.255,0,0.337,0,1,highway,41.341822,-72.955073
2024-01-14T15:23:00,D00477,58.25,1.293,0,0.477,0,0,highway,41.308562,-72.990327
2024-05-09T01:56:00,D00061,27.8,0.885,0,0.677,1,0,urban,41.334472,-72.85649
2024-03-25T20:42:00,D00488,43.02,1.799,0,0.761,0,0,rural,41.281184,-72.93113
2024-03-05T04:19:00,D00081,59.37,0.103,1,1.481,1,0,highway,41.318298,-72.873398
2024-03-07T05:36:00,D00177,81.45,0.614,0,0.109,1,0,highway,41.253855,-72.797986
2024-04-05T12:24:00,D00165,53.09,1.869,0,0.669,0,0,rural,41.374296,-72.88128
2024-01-08T02:55:00,D00239,31.84,0.516,0,0.801,1,0,urban,41.233618,-72.931371
2024-01-02T09:18:00,D00339,74.1,1.111,0,0.834,0,1,highway,41.364073,-72.894175
2024-03-17T05:21:00,D00492,52.42,1.296,0,1.641,1,0,urban,41.362075,-72.970415
2024-02-11T13:26:00,D00388,30.18,1.446,0,0.294,0,0,urban,41.332603,-72.916818
2024-02-12T06:17:00,D00352,25.37,0.712,0,0.118,0,0,urban,41.252271,-72.916078
2024-02-19T06:40:00,D00412,71.44,0.539,0,0.795,0,0,highway,41.245871,-73.00803
2024-01-31T15:06:00,D00431,46.0,0.0,1,0.746,0,0,urban,41.260427,-72.938058
2024-01-18T03:10:00,D00212,32.18,1.374,1,0.756,1,0,urban,41.316927,-72.956059
2024-06-17T10:37:00,D00435,23.69,0.963,0,0.3,0,1,urban,41.30011,-72.940007
2024-06-13T05:35:00,D00299,42.01,0.669,0,0.839,1,0,urban,41.276505,-72.886489
2024-05-13T12:53:00,D00100,66.37,2.106,0,0.088,0,0,highway,41.329833,-72.980438
2024-04-04T23:46:00,D00153,63.93,0.919,0,0.9,1,0,highway,41.394772,-72.914694
2024-02-04T20:34:00,D00433,76.73,1.242,1,1.037,0,0,highway,41.39709,-72.924919
2024-06-22T16:22:00,D00162,72.63,1.316,0,0.674,0,1,highway,41.329095,-72.935881
2024-05-01T16:14:00,D00376,33.98,2.046,0,0.584,0,1,urban,41.335762,-72.898012
2024-05-13T20:54:00,D00255,77.79,3.111,0,0.636,0,0,highway,41.356248,-72.934156
2024-04-26T09:53:00,D00074,59.28,1.817,0,0.645,0,1,highway,41.27097,-72.962157
2024-05-13T15:52:00,D00038,34.14,0.645,0,1.452,0,0,urban,41.353643,-72.916363
2024-04-20T18:31:00,D00490,24.03,0.615,0,1.312,0,1,urban,41.27339,-72.961159
2024-05-12T05:00:00,D00490,59.22,1.694,1,0.695,1,0,rural,41.391079,-72.927216
2024-06-02T02:08:00,D00416,76.15,1.023,0,0.703,1,0,highway,41.219091,-72.904961
2024-01-28T02:52:00,D00275,43.78,1.092,0,0.702,1,0,rural,41.297754,-72.942915
2024-02-10T01:28:00,D00124,43.61,1.239,0,0.681,1,0,urban,41.438622,-72.972628
2024-03-03T05:10:00,D00322,55.22,0.83,0,0.05,1,0,highway,41.292793,-72.929835
2024-04-10T06:20:00,D00083,24.62,1.102,0,0.969,0,0,urban,41.296234,-72.889114
2024-03-05T00:14:00,D00160,54.02,1.255,0,0.231,1,0,highway,41.26005,-72.91038
2024-06-02T14:12:00,D00159,31.8,0.0,0,0.348,0,0,urban,41.369445,-72.940677
2024-05-20T20:59:00,D00399,47.96,1.059,0,0.791,0,0,rural,41.325668,-72.934484
2024-04-15T10:29:00,D00149,55.91,1.096,0,0.185,0,1,highway,41.353478,-73.030251
2024-05-08T19:06:00,D00219,30.99,1.002,0,1.033,0,1,urban,41.340088,-72.877966
2024-03-24T19:18:00,D00314,35.07,0.259,0,0.948,0,1,urban,41.279614,-72.8654
2024-05-26T00:41:00,D00489,58.54,2.154,0,0.276,1,0,highway,41.332305,-72.87674
2024-04-10T07:43:00,D00499,68.73,1.305,0,0.71,0,1,highway,41.292751,-72.919138
2024-02-01T05:04:00,D00356,67.05,3.553,0,1.199,1,0,highway,41.374157,-72.902883
2024-05-01T23:39:00,D00073,22.12,0.839,0,0.81,1,0,urban,41.286939,-72.902784
2024-05-14T22:49:00,D00187,36.37,1.677,0,0.901,1,0,urban,41.298393,-73.03596
2024-02-09T19:30:00,D00151,49.4,3.301,0,1.05,0,1,rural,41.302742,-72.943628
2024-06-22T21:34:00,D00235,74.59,0.868,1,0.191,0,0,highway,41.331771,-72.842221
2024-01-27T02:49:00,D00076,40.87,0.168,0,1.176,1,0,rural,41.273993,-72.945341
2024-05-17T19:28:00,D00108,30.78,0.105,0,0.237,0,1,urban,41.245344,-72.947579
2024-05-10T12:35:00,D00404,67.49,2.595,0,0.443,0,0,highway,41.275903,-72.859025
2024-03-01T09:34:00,D00224,63.12,0.206,0,0.286,0,1,highway,41.278558,-73.03798
2024-06-15T00:06:00,D00370,59.31,2.213,0,0.798,1,0,highway,41.25757,-72.937199
2024-06-27T16:29:00,D00304,17.19,2.085,1,0.948,0,1,urban,41.269856,-72.888939
2024-04-11T03:50:00,D00003,79.36,1.524,0,0.916,1,0,highway,41.353238,-72.923207
2024-04-13T12:10:00,D00466,72.12,1.176,0,0.597,0,0,highway,41.265817,-72.938608
2024-02-16T17:27:00,D00394,43.51,1.172,0,1.352,0,1,highway,41.287796,-72.926158
2024-03-17T13:21:00,D00274,65.91,0.0,0,0.524,0,0,highway,41.22409,-72.938772
2024-04-17T07:37:00,D00243,30.65,0.92,0,0.695,0,1,urban,41.303128,-72.947882
2024-05-22T14:30:00,D00232,59.77,3.279,0,1.214,0,0,highway,41.316257,-72.922546
2024-06-05T14:49:00,D00033,28.55,1.348,1,0.214,0,0,urban,41.362696,-72.913673
2024-05-27T00:45:00,D00165,29.06,1.288,0,0.412,1,0,urban,41.353775,-72.882707
2024-02-19T14:57:00,D00480,55.88,1.596,0,0.197,0,0,rural,41.359037,-72.910502
